Disc_ID,User_ID,Created At time,Created At Year,Created At Month,Created At Day_of_month
ID_BLNNZD,ID_PCUKW6YQ,09:32.5,1,2,15
ID_22LTZ1,ID_C4MFVBRV,45:29.0,1,2,16
ID_ILVXU4,ID_P7K6NTCC,29:55.2,1,2,15
ID_ONQEAR,ID_CEDNKSVV,18:44.8,1,5,11
ID_AZGU5X,ID_Q0AI5FV5,35:33.2,1,5,19
ID_AZGU5X,ID_SSE2SXWF,06:34.4,1,5,19
ID_EDSIFD,ID_SSE2SXWF,06:34.6,1,5,19
ID_AZGU5X,ID_0RJ4YV3T,08:39.3,1,5,19
ID_1LCBM5,ID_ECRC1HNG,58:36.2,1,5,22
ID_A4R9P4,ID_KAEOWOIU,27:12.3,1,5,26
ID_A4R9P4,ID_BGDI18Y9,36:28.6,1,5,26
ID_JHOXXC,ID_ZUYKQ8J0,35:28.8,1,5,19
ID_JHOXXC,ID_ZUYKQ8J0,15:14.1,1,5,19
ID_JHOXXC,ID_ZD20NJFA,38:54.6,1,5,19
ID_JHOXXC,ID_WLSYFWFE,23:48.2,1,5,19
ID_WMNY23,ID_I4BH68MU,12:25.6,1,5,22
ID_E0NHSS,ID_CEDNKSVV,30:40.6,1,12,23
ID_OIGXGK,ID_CEDNKSVV,57:54.5,1,12,19
ID_OIGXGK,ID_CEDNKSVV,30:14.8,1,12,20
ID_E4R0I5,ID_LAX472KM,42:03.5,1,12,29
ID_E4R0I5,ID_JNZQMMX0,36:20.5,1,12,29
ID_E4R0I5,ID_H0IR2B9W,48:31.1,1,12,29
ID_E4R0I5,ID_YKNL8WNI,50:27.1,1,12,29
ID_E4R0I5,ID_ZHR6NCSJ,40:33.3,1,12,29
ID_441BAB,ID_PCOK6YYS,30:14.4,1,12,23
ID_E0NHSS,ID_PCOK6YYS,22:35.0,1,12,23
ID_OIGXGK,ID_PCOK6YYS,20:58.0,1,12,19
ID_441BAB,ID_UCH8W041,11:35.6,1,12,23
ID_E0NHSS,ID_UCH8W041,36:54.2,1,12,28
ID_441BAB,ID_JLAA97OM,08:35.7,1,12,23
ID_E0NHSS,ID_JLAA97OM,09:10.6,1,12,23
ID_441BAB,ID_2BKRRSKW,00:18.8,1,12,29
ID_E0NHSS,ID_2BKRRSKW,00:08.4,1,12,29
ID_85N7JD,ID_YKMUQUT0,12:17.0,1,12,16
ID_85N7JD,ID_G23UREIF,01:15.3,1,12,16
ID_GUZ7T8,ID_MW1RUXWJ,10:53.3,1,12,31
ID_UKA4SO,ID_G8MVM42E,17:12.8,1,12,28
ID_VU85LR,ID_K5CNBB1X,33:28.5,1,12,29
ID_4NTWE5,ID_6NWT2NGR,28:44.9,1,12,31
ID_JU4W4O,ID_J1DNV3PX,28:10.1,1,12,5
ID_JU4W4O,ID_J1DNV3PX,29:11.1,1,12,5
ID_ZIZFPP,ID_J1DNV3PX,28:28.1,1,12,16
ID_16T36X,ID_J1DNV3PX,38:56.0,1,12,16
ID_CZWVHQ,ID_3YX1PGJ1,02:51.5,1,12,28
ID_VU85LR,ID_XH4PIFYL,49:27.3,1,12,28
ID_WKN6I8,ID_6RUX54I5,56:15.5,1,12,19
ID_97T4NW,ID_YBKATRP2,51:00.2,1,12,13
ID_8OGEVB,ID_2LHVWF4A,34:02.4,1,12,16
ID_V5431U,ID_RQEQ74SK,03:58.6,1,12,29
ID_V5431U,ID_7ICXZH0P,04:38.7,1,12,29
