Competition ID,Participant Type,Successful Submission Count,User_ID,Created At time,Created At Year,Created At Month,Created At Day_of_month
ID_GAV9,1,,ID_WFHP6HYR,14:54.7,1,2,29
ID_GAV9,1,,ID_KJJ72FE9,44:04.0,1,2,26
ID_0D02,1,,ID_JAX4GS76,57:25.8,1,2,29
ID_UB7R,1,,ID_JAX4GS76,57:25.8,1,2,29
ID_2MIC,1,,ID_JAX4GS76,57:25.8,1,2,29
ID_0W7H,1,,ID_JAX4GS76,57:25.8,1,2,29
ID_GAV9,1,,ID_SM21JS2S,53:44.5,1,2,25
ID_GAV9,1,,ID_N42DCLKY,01:09.8,1,2,27
ID_GAV9,1,,ID_43KXFZRW,27:54.5,1,2,27
ID_GAV9,1,,ID_BMGJMZVS,39:35.5,1,2,18
ID_GAV9,1,,ID_VBX5L6RJ,52:43.9,1,2,22
ID_GAV9,1,,ID_B97V2AYS,52:01.2,1,2,19
ID_JRC2,1,,ID_4YNXBO0I,06:24.0,1,2,6
ID_FN7K,1,,ID_4YNXBO0I,31:21.8,1,2,9
ID_F7QD,1,,ID_4YNXBO0I,30:54.0,1,2,9
ID_GAV9,1,,ID_5BX1LKQ8,45:13.2,1,2,19
ID_GAV9,1,,ID_4A2MM36M,27:50.8,1,2,21
ID_GVGW,1,,ID_91JMI0YZ,49:00.2,1,2,21
ID_GAV9,1,,ID_CDAK7IY3,09:26.8,1,2,22
ID_GAV9,1,,ID_Q61K898A,59:46.9,1,2,26
ID_GAV9,1,,ID_F11325RD,29:49.1,1,2,26
ID_GAV9,1,,ID_E7WTP1DG,14:03.6,1,2,19
ID_PJZC,1,,ID_ED98XA27,56:23.6,1,2,18
ID_I9BN,1,,ID_ED98XA27,34:43.2,1,2,26
ID_GAV9,1,,ID_H71W3QLG,18:27.4,1,2,22
ID_GAV9,1,,ID_HV77C51U,51:45.6,1,2,31
ID_I9BN,1,,ID_0D8ONCVV,41:14.5,1,2,1
ID_GAV9,1,,ID_96UQP02W,42:00.1,1,2,27
ID_GAV9,1,,ID_EUIKM757,19:08.0,1,2,20
ID_GAV9,1,,ID_UU6BH14Y,16:38.8,1,2,20
ID_GAV9,1,,ID_OLW6XIIE,50:59.4,1,2,21
ID_GAV9,1,,ID_484CJSBK,04:39.6,1,2,19
ID_GAV9,1,,ID_XH318AOD,04:10.4,1,2,21
ID_GAV9,1,,ID_RGGJ4OL5,03:44.1,1,2,25
ID_GAV9,1,,ID_MGCIP8S6,09:36.6,1,2,25
ID_G5IQ,1,,ID_2J202SJK,28:39.7,1,2,27
ID_JRC2,1,count 8,ID_2FGVGJP9,34:36.3,1,2,23
ID_GAV9,1,,ID_QLKGWHG4,16:39.9,1,2,19
ID_GAV9,1,,ID_AZXD5HK7,40:18.7,1,2,24
ID_GAV9,1,,ID_63D9W3X9,45:24.4,1,2,29
ID_GAV9,1,,ID_JRBZBSTS,13:00.7,1,2,27
ID_GAV9,1,,ID_NS8W0981,46:03.5,1,2,31
ID_JRC2,1,,ID_3DA337OS,42:21.9,1,2,12
ID_Q2OB,1,count 6,ID_HQX77HWM,00:02.5,1,2,16
ID_GAV9,1,count 10,ID_B7RIPZF6,36:49.3,1,2,29
ID_F7QD,1,,ID_B7RIPZF6,31:37.1,1,2,29
ID_0D02,1,,ID_B7RIPZF6,35:55.5,1,2,29
ID_UB7R,1,,ID_B7RIPZF6,35:55.5,1,2,29
ID_0W7H,1,,ID_B7RIPZF6,35:55.5,1,2,29
ID_2MIC,1,,ID_B7RIPZF6,35:55.5,1,2,29
ID_F7QD,1,,ID_D1AS2Z02,52:27.9,1,2,15
ID_Q2OB,1,count 10,ID_WET955CM,14:06.9,1,2,16
ID_1CTF,1,count 10,ID_VZIE7ANY,07:04.4,1,2,19
ID_Q2OB,1,,ID_G0E0NTF6,05:27.6,1,2,17
ID_GAV9,1,,ID_H7YRCAM6,13:51.2,1,2,20
ID_PDKH,1,,ID_G1EPO0M2,38:17.8,1,2,21
ID_I9BN,1,,ID_G1EPO0M2,43:27.5,1,2,21
ID_GAV9,1,,ID_C1FA1Q65,16:10.8,1,2,20
ID_KU2G,1,,ID_7F8EGGKO,40:30.4,1,2,15
ID_F7QD,1,,ID_7F8EGGKO,47:40.2,1,2,9
ID_JRC2,1,,ID_7F8EGGKO,39:35.1,1,2,15
ID_FN7K,1,,ID_7F8EGGKO,47:40.2,1,2,9
ID_GAV9,1,,ID_RL77FRBZ,38:39.8,1,2,24
ID_GAV9,1,,ID_ZW1MTZRD,19:31.4,1,2,30
ID_GAV9,1,,ID_RLIXU2A0,27:06.2,1,2,25
ID_GAV9,1,,ID_G4MAQNLI,07:47.1,1,2,25
ID_I9BN,1,,ID_G4MAQNLI,07:03.0,1,2,25
ID_Q2OB,1,,ID_SODLN2MU,41:59.1,1,2,16
ID_GAV9,1,,ID_G1YNB4ZF,04:54.4,1,2,21
ID_GAV9,1,,ID_1CSJSVBU,13:06.8,1,2,19
ID_Q2OB,1,,ID_OL0Q22PS,00:30.4,1,2,16
ID_Q2OB,1,,ID_QF60X6J1,50:30.4,1,2,16
ID_V0FX,1,,ID_5HA09VA2,40:39.8,1,2,8
ID_FN7K,1,,ID_XHIMH2TE,44:56.2,1,2,9
ID_Q2OB,1,,ID_70N8WVF0,50:40.8,1,2,16
ID_Q2OB,1,,ID_ACWRA29N,34:09.7,1,2,16
ID_Q2OB,1,,ID_E7SKL6R4,06:38.9,1,2,15
ID_8B8I,1,count 10,ID_E7SKL6R4,59:04.6,1,2,7
ID_Q2OB,1,,ID_TLZ7KUCT,10:18.0,1,2,16
ID_RAP1,1,,ID_6RJJNW2B,38:59.8,1,2,14
ID_Q2OB,1,,ID_EQOMWZHC,05:26.9,1,2,16
ID_GAV9,1,,ID_KI8V5ME6,55:20.4,1,2,19
ID_GAV9,1,,ID_H33H0AR1,40:02.5,1,2,19
ID_GAV9,1,,ID_IAOIIJ6R,10:26.7,1,2,26
ID_F7QD,1,,ID_IAOIIJ6R,12:14.7,1,2,26
ID_Q2OB,1,count 9,ID_PY54G7XT,16:33.5,1,2,16
ID_RAP1,1,,ID_EAW9AJE0,16:23.0,1,2,14
ID_GAV9,1,,ID_4FX2O35I,33:49.9,1,2,25
ID_7CF2,1,,ID_CENPB38W,48:26.7,1,2,14
ID_GAV9,1,,ID_MDHC94UD,28:38.2,1,2,20
ID_GAV9,1,,ID_55DLTB8O,37:20.7,1,2,28
ID_UB7R,1,count 6,ID_L3SE5MXW,59:01.0,1,2,6
ID_2MIC,1,,ID_L3SE5MXW,59:01.0,1,2,6
ID_1ZWS,1,,ID_SG7DS4XS,32:31.8,1,2,15
ID_7YDI,1,,ID_SG7DS4XS,32:31.7,1,2,15
ID_GAV9,1,,ID_QTSFTL53,09:55.0,1,2,27
ID_GAV9,1,,ID_38X6ZXKJ,43:48.8,1,2,26
ID_FN7K,1,,ID_EWXTB4TQ,29:02.6,1,2,9
ID_F7QD,1,,ID_EWXTB4TQ,26:37.6,1,2,9
ID_I9BN,1,,ID_NOXHF0XS,10:55.0,1,2,4
ID_KU2G,1,,ID_NOXHF0XS,40:57.6,1,2,4
ID_JRC2,1,,ID_NOXHF0XS,41:11.7,1,2,4
ID_F7QD,1,,ID_6XATMPCB,25:45.5,1,2,24
ID_LSIO,1,,ID_6XATMPCB,17:58.8,1,2,24
ID_GAV9,1,,ID_RUKROFG4,39:14.8,1,2,27
ID_F7QD,1,,ID_RUKROFG4,41:51.8,1,2,27
ID_GAV9,1,,ID_PHC0R7UU,00:16.3,1,2,22
ID_GAV9,1,,ID_GOW161CS,26:43.5,1,2,27
ID_7CF2,1,,ID_JS27BIC7,20:35.7,1,2,12
ID_45W9,1,,ID_JS27BIC7,38:06.7,1,2,8
ID_GAV9,1,,ID_O5X1O1NR,05:47.4,1,2,29
ID_GAV9,1,,ID_XOPYYNP0,14:58.5,1,2,22
ID_GAV9,1,,ID_6ZUS33YE,43:25.7,1,2,25
ID_FN7K,1,,ID_499X0LAY,01:04.8,1,2,9
ID_F7QD,1,,ID_499X0LAY,00:49.5,1,2,9
ID_GAV9,1,,ID_H88C4PVU,06:57.6,1,2,23
ID_GAV9,1,,ID_CLEKYKKE,08:22.2,1,2,31
ID_7CF2,1,,ID_CLEKYKKE,07:30.9,1,2,31
ID_F7QD,1,,ID_QDLQ767T,13:24.0,1,2,28
ID_GAV9,1,,ID_VYUF3HRR,19:31.8,1,2,31
ID_GAV9,1,,ID_HMTU9PMK,59:17.0,1,2,22
ID_F7QD,1,,ID_NIVCGR1O,34:19.6,1,2,3
ID_Y6FW,1,,ID_NIVCGR1O,34:19.6,1,2,3
ID_GAV9,1,,ID_QSMBE9HL,54:30.1,1,2,24
ID_2MIC,1,,ID_NK7LCLLL,27:02.3,1,2,3
ID_UB7R,1,,ID_NK7LCLLL,27:02.2,1,2,3
ID_I9BN,1,count 8,ID_NGE46H5V,02:08.8,1,2,14
ID_GAV9,1,,ID_AL24Q6O5,10:28.5,1,2,20
ID_FN7K,1,,ID_KXLRF0PR,27:23.2,1,2,9
ID_F7QD,1,count 10,ID_KXLRF0PR,24:52.1,1,2,8
ID_9BU8,1,,ID_L482OP2S,20:06.4,1,2,1
ID_JRC2,1,,ID_LEUVH5EC,31:26.3,1,2,5
ID_GAV9,1,,ID_J4X6UIOM,44:02.4,1,2,31
ID_Y4Y2,1,,ID_VTMCNB7X,26:01.9,1,2,21
ID_8B8I,1,,ID_BXTV54P5,54:25.5,1,2,7
ID_8B8I,1,,ID_P1JYOOSI,34:30.3,1,2,6
ID_JRC2,1,,ID_L68ANEPA,21:46.9,1,2,20
ID_F7QD,1,,ID_48UIIPDN,38:41.0,1,2,27
ID_8B8I,1,count 10,ID_TYSYERX2,32:26.5,1,2,7
ID_I9BN,1,,ID_ONUALL0C,52:37.0,1,2,11
ID_GAV9,1,,ID_O2929B85,11:40.9,1,2,27
ID_20XL,1,,ID_KSKSXBA4,37:32.1,1,2,15
ID_GAV9,1,,ID_XV60GMG3,20:42.4,1,2,29
ID_GAV9,1,,ID_V7P6KT2Y,40:44.6,1,2,23
ID_45W9,1,,ID_BX0P4P60,13:57.5,1,2,8
ID_GAV9,1,,ID_76V9HS2H,32:04.2,1,2,23
ID_45W9,1,count 10,ID_OMAOD7VG,12:42.2,1,2,8
ID_7CF2,1,,ID_OMAOD7VG,40:16.3,1,2,15
ID_45W9,1,,ID_HB84Y5TJ,41:06.2,1,2,7
ID_45W9,1,,ID_0YAX15EE,28:59.4,1,2,8
ID_GAV9,1,,ID_011YM9VH,41:19.8,1,2,27
ID_I9BN,1,,ID_2TP7VBPT,03:30.4,1,2,17
ID_GAV9,1,,ID_PP9U8J83,04:10.1,1,2,28
ID_GAV9,1,,ID_O64JQUR2,32:23.0,1,2,31
ID_GAV9,1,,ID_POBH8V60,45:33.0,1,2,26
ID_GAV9,1,,ID_CHJYVWIS,12:53.9,1,2,29
ID_GAV9,1,,ID_182TYV39,13:12.0,1,2,25
ID_GAV9,1,,ID_K3B0JHZP,03:21.3,1,2,24
ID_GAV9,1,,ID_AB46F76X,06:04.0,1,2,19
ID_GAV9,1,,ID_YWRFZICE,23:02.0,1,2,28
ID_GAV9,1,,ID_ADE5P0O7,12:18.7,1,2,31
ID_GAV9,1,,ID_G8GKAUO1,50:24.8,1,2,30
ID_GAV9,1,,ID_TEA3KBF0,48:28.6,1,2,27
ID_45W9,1,,ID_V9SGAOCY,35:19.8,1,2,8
ID_45W9,1,,ID_Y691G39Z,33:27.6,1,2,9
ID_7CF2,1,,ID_Y691G39Z,45:57.9,1,2,13
ID_8B8I,1,,ID_4Z549HHB,45:50.9,1,2,7
ID_JRC2,1,,ID_A2E3YUMT,53:05.3,1,2,24
ID_GAV9,1,,ID_CSORSACW,22:33.6,1,2,29
ID_FN7K,1,,ID_Q53XCFQV,00:09.5,1,2,9
ID_F7QD,1,,ID_Q53XCFQV,00:09.5,1,2,9
ID_GAV9,1,,ID_NFMI64GR,22:28.0,1,2,29
ID_7CF2,1,,ID_B76RMF3F,45:41.5,1,2,29
ID_20XL,1,,ID_B76RMF3F,47:24.8,1,2,29
ID_KU2G,1,,ID_B76RMF3F,46:36.6,1,2,29
ID_KU2G,1,count 7,ID_15OPAVX1,13:24.5,1,2,15
ID_JRC2,1,,ID_15OPAVX1,12:55.4,1,2,15
ID_KU2G,1,count 10,ID_YZUX58XO,40:08.3,1,2,19
ID_JRC2,1,,ID_YZUX58XO,22:13.7,1,2,21
ID_FN7K,1,,ID_G1W054TV,02:33.3,1,2,9
ID_F7QD,1,,ID_G1W054TV,02:33.3,1,2,9
ID_45W9,1,,ID_RATZOOWT,34:54.9,1,2,8
ID_GAV9,1,,ID_H7PXEFAT,03:12.5,1,2,25
ID_45W9,1,,ID_CUMDRBSU,35:39.4,1,2,8
ID_45W9,1,,ID_M0X0OPUJ,40:18.8,1,2,9
ID_45W9,1,,ID_2NNESLKY,47:54.3,1,2,8
ID_GAV9,1,,ID_71V1ZVAY,17:39.9,1,2,25
ID_I9BN,1,,ID_E5X4ESHB,01:16.4,1,2,25
ID_7CF2,1,,ID_IZKM51CR,44:51.0,1,2,13
ID_45W9,1,,ID_IZKM51CR,13:51.5,1,2,8
ID_45W9,1,,ID_7CGDN0KB,55:58.5,1,2,8
ID_45W9,1,,ID_UN59PJG5,17:12.2,1,2,9
ID_I9BN,1,,ID_UN59PJG5,35:12.2,1,2,9
ID_7CF2,1,,ID_UN59PJG5,50:06.2,1,2,13
ID_20XL,1,,ID_BTY6MFS0,48:20.9,1,2,11
ID_7CF2,1,,ID_P68EYVGD,02:39.8,1,2,24
ID_HCST,1,,ID_P68EYVGD,13:02.5,1,2,25
ID_G5IQ,1,,ID_P68EYVGD,36:33.1,1,2,27
ID_20XL,1,,ID_P68EYVGD,35:32.4,1,2,20
ID_JRC2,1,,ID_P68EYVGD,04:07.8,1,2,20
ID_56O8,1,count 10,ID_P68EYVGD,39:07.9,1,2,20
ID_PDKH,1,,ID_P68EYVGD,01:15.8,1,2,20
ID_I9BN,1,count 6,ID_P68EYVGD,47:29.6,1,2,24
ID_KU2G,1,,ID_YV7QOWMU,27:49.6,1,2,11
ID_45W9,1,,ID_W4YBE5SF,01:31.1,1,2,8
ID_7CF2,1,,ID_W4YBE5SF,46:18.3,1,2,13
ID_FN7K,1,,ID_IE24I3TD,29:38.2,1,2,9
ID_F7QD,1,,ID_IE24I3TD,29:38.2,1,2,9
ID_KU2G,1,,ID_7003IMXK,38:18.9,1,2,14
ID_I9BN,1,,ID_OLMESIQQ,04:23.5,1,2,28
ID_FN7K,1,,ID_NQTO2NA7,12:36.4,1,2,9
ID_F7QD,1,,ID_NQTO2NA7,12:36.5,1,2,9
ID_7CF2,1,,ID_22SG6EHK,05:18.9,1,2,21
ID_GAV9,1,,ID_8C7GXVJH,54:02.9,1,2,19
ID_7CF2,1,,ID_17MKZ6HB,48:01.0,1,2,21
ID_GAV9,1,,ID_17MKZ6HB,53:34.9,1,2,21
ID_45W9,1,,ID_U90KK6KL,34:35.9,1,2,8
ID_JRC2,1,,ID_U90KK6KL,58:00.0,1,2,12
ID_7CF2,1,,ID_U90KK6KL,49:47.5,1,2,12
ID_7CF2,1,,ID_838SM2HI,34:34.5,1,2,22
ID_45W9,1,,ID_RO2NX93Y,07:15.4,1,2,9
ID_45W9,1,,ID_GYOJ29PW,06:34.1,1,2,8
ID_45W9,1,,ID_3SL42CKY,30:00.7,1,2,9
ID_45W9,1,,ID_G3EV016X,41:38.3,1,2,9
ID_45W9,1,,ID_JZK3QDH4,20:05.5,1,2,8
ID_45W9,1,,ID_AIA4XU8Y,39:07.3,1,2,9
ID_1Q60,1,,ID_AIA4XU8Y,23:09.8,1,2,8
ID_1CTF,1,,ID_UGC3J8EX,35:49.6,1,2,15
ID_GAV9,1,,ID_KXNA2VR3,27:19.9,1,2,30
ID_I9BN,1,,ID_U1V7XR2W,55:06.2,1,2,21
ID_FZ48,1,,ID_5YAF4VRV,10:36.5,1,2,1
ID_1ZWS,1,,ID_DK37IV1I,41:05.6,1,2,15
ID_7YDI,1,,ID_DK37IV1I,41:05.6,1,2,15
ID_KU2G,1,,ID_IBTPQVC2,11:19.8,1,2,26
ID_PDKH,1,count 10,ID_IBTPQVC2,38:41.4,1,2,4
ID_JRC2,1,,ID_IBTPQVC2,02:06.8,1,2,26
ID_FN7K,1,,ID_4SLA36IU,03:10.1,1,2,9
ID_F7QD,1,,ID_4SLA36IU,03:10.2,1,2,9
ID_JRC2,1,,ID_4SLA36IU,12:49.2,1,2,11
ID_I9BN,1,count 10,ID_SUAJ5M7V,03:54.0,1,2,3
ID_FN7K,1,,ID_WUZHLY9O,51:55.0,1,2,9
ID_F7QD,1,,ID_WUZHLY9O,51:41.5,1,2,9
ID_JRC2,1,,ID_8LA55C0V,36:08.7,1,2,25
ID_W18I,1,,ID_6R64RT0N,21:27.7,1,2,3
ID_JRC2,1,,ID_WP4QRQAR,26:26.6,1,2,16
ID_F7QD,1,,ID_UQ6IADAP,17:51.6,1,2,9
ID_FN7K,1,,ID_UQ6IADAP,18:21.2,1,2,9
ID_FN7K,1,,ID_RNM76KC1,01:11.7,1,2,9
ID_F7QD,1,,ID_RNM76KC1,01:11.7,1,2,9
ID_1ZWS,1,,ID_C4MFVBRV,09:31.0,1,2,15
ID_7YDI,1,,ID_C4MFVBRV,09:31.0,1,2,15
ID_IQLI,1,count 10,ID_EKMIQZSQ,17:03.3,1,2,14
ID_IQLI,1,,ID_RUIBBWOV,12:43.1,1,2,15
ID_KU2G,1,,ID_JAF7S09Y,36:22.4,1,2,15
ID_1DWD,1,count 10,ID_JAF7S09Y,08:28.9,1,2,15
ID_KU2G,1,,ID_XDQC9J4I,15:41.7,1,2,14
ID_JRC2,1,,ID_XDQC9J4I,40:58.8,1,2,14
ID_FN7K,1,,ID_P60U9Y5M,36:31.6,1,2,9
ID_F7QD,1,,ID_P60U9Y5M,36:31.6,1,2,9
ID_PDKH,1,,ID_05D0RF1A,48:11.9,1,2,7
ID_MN35,1,,ID_3HJ0WF9Z,47:01.8,1,2,3
ID_528W,1,,ID_MLCM1LT1,49:31.6,1,2,1
ID_PDKH,1,,ID_XNTS4EMU,46:58.4,1,2,3
ID_M3G0,1,count 10,ID_XNTS4EMU,37:32.6,1,2,3
ID_F7QD,1,,ID_XNTS4EMU,30:01.3,1,2,3
ID_FN7K,1,,ID_PVBR4WCN,33:51.9,1,2,9
ID_F7QD,1,,ID_PVBR4WCN,33:51.9,1,2,9
ID_FN7K,1,,ID_U6DTCI4B,52:16.8,1,2,9
ID_F7QD,1,,ID_U6DTCI4B,52:16.8,1,2,9
ID_56O8,1,count 10,ID_H0IJVCOY,39:58.0,1,2,21
ID_BARV,1,,ID_OJXCKPFC,54:34.5,1,2,17
ID_F7QD,1,,ID_S69OI2NS,16:09.7,1,2,19
ID_FN7K,1,,ID_M5OXAIER,37:18.8,1,2,9
ID_F7QD,1,,ID_M5OXAIER,40:17.1,1,2,7
ID_F7QD,1,,ID_UQBM70VT,02:11.9,1,2,20
ID_FN7K,1,,ID_2AWSAZ21,26:53.0,1,2,9
ID_F7QD,1,,ID_2AWSAZ21,26:53.1,1,2,9
ID_7CF2,1,,ID_PSBSU7MI,53:41.8,1,2,31
ID_528W,1,,ID_PQF0W2C6,30:41.6,1,2,1
ID_Q2OB,1,count 6,ID_MVQQE7P2,58:46.3,1,2,16
ID_20XL,1,count 6,ID_9I1LZYZU,51:01.3,1,2,10
ID_VGMZ,1,,ID_RM3HM7UF,42:24.6,1,2,7
ID_F7QD,1,,ID_RM3HM7UF,41:34.4,1,2,7
ID_F7QD,1,count 10,ID_TD7092RU,30:20.7,1,2,5
ID_KU2G,1,count 6,ID_TD7092RU,25:09.5,1,2,19
ID_I9BN,1,count 6,ID_OJSCM1NV,07:00.6,1,2,11
ID_RAP1,1,,ID_UYISRP7W,57:07.3,1,2,13
ID_Y4Y2,1,,ID_UYISRP7W,58:20.2,1,2,13
ID_F7QD,1,,ID_8NID9ABC,06:31.9,1,2,31
ID_56O8,1,count 10,ID_OHZIGMZF,18:14.1,1,2,24
ID_VGMZ,1,,ID_NKCDEEKA,12:12.4,1,2,16
ID_8SHD,1,,ID_NKCDEEKA,16:14.6,1,2,21
ID_GAV9,1,,ID_O5HIRH87,54:33.7,1,2,29
ID_GAV9,1,,ID_WWZ1WDZE,24:46.9,1,2,26
ID_GAV9,1,,ID_VDIKD5LD,27:46.0,1,2,27
ID_1ZWS,1,,ID_2PYEZCKL,44:23.3,1,2,26
ID_I9BN,1,count 10,ID_QXZFSNPI,33:17.4,1,2,1
ID_JRC2,1,,ID_QXZFSNPI,34:23.3,1,2,3
ID_528W,1,,ID_GV3XYBHJ,36:40.2,1,2,3
ID_528W,1,,ID_4NTH7UDY,39:13.8,1,2,3
ID_F7QD,1,,ID_XUICUFED,40:08.0,1,2,15
ID_IQLI,1,,ID_NN5ZHOMT,41:57.0,1,2,18
ID_7CF2,1,,ID_DSFQBNHS,54:35.8,1,2,15
ID_8B8I,1,,ID_DSFQBNHS,55:29.3,1,2,15
ID_PDKH,1,,ID_DSFQBNHS,57:17.2,1,2,15
ID_56O8,1,,ID_1U59CYRB,47:14.5,1,2,5
ID_I9BN,1,count 9,ID_GMOM921N,56:52.5,1,2,22
ID_JRC2,1,,ID_GMOM921N,00:29.2,1,2,28
ID_PDKH,1,,ID_OF9XQTH5,46:21.2,1,2,10
ID_GAV9,1,,ID_OF9XQTH5,35:46.5,1,2,24
ID_56O8,1,,ID_OF9XQTH5,58:43.8,1,2,10
ID_I9BN,1,,ID_OF9XQTH5,01:11.8,1,2,7
ID_I9BN,1,count 10,ID_P2FI327A,03:52.1,1,2,19
ID_PH4T,1,,ID_RCRJN4WM,46:17.3,1,2,3
ID_8B8I,1,,ID_PY55MX87,49:58.9,1,2,7
ID_KU2G,1,,ID_PY55MX87,36:25.6,1,2,7
ID_GVGW,1,,ID_JJNI7J6R,28:53.1,1,2,29
ID_9BU8,1,,ID_JJNI7J6R,04:25.3,1,2,29
ID_PDKH,1,,ID_0DP9WS2R,55:33.5,1,2,12
ID_I9BN,1,,ID_0DP9WS2R,43:20.3,1,2,11
ID_56O8,1,,ID_JFGIVDCZ,09:00.8,1,2,11
ID_7CF2,1,,ID_JFGIVDCZ,44:48.9,1,2,12
ID_JRC2,1,,ID_JFGIVDCZ,36:42.0,1,2,9
ID_45W9,1,,ID_JFGIVDCZ,50:56.4,1,2,8
ID_0D02,1,,ID_PQG4U6Z9,15:45.2,1,2,12
ID_0W7H,1,,ID_PQG4U6Z9,15:45.2,1,2,12
ID_2MIC,1,,ID_PQG4U6Z9,15:45.2,1,2,12
ID_56O8,1,count 10,ID_PQG4U6Z9,11:49.0,1,2,9
ID_JRC2,1,,ID_PQG4U6Z9,22:57.3,1,2,12
ID_UB7R,1,,ID_PQG4U6Z9,15:45.2,1,2,12
ID_45W9,1,,ID_K34RINJR,59:52.8,1,2,9
ID_IQLI,1,,ID_EWSS5C27,27:04.6,1,2,12
ID_8B8I,1,,ID_MQ2O1GXH,58:35.8,1,2,10
ID_8B8I,1,,ID_71MNMMWX,25:51.6,1,2,4
ID_GAV9,1,count 10,ID_WZ6WNU2T,48:43.5,1,2,20
ID_56O8,1,,ID_H3VVOLTD,26:36.1,1,2,14
ID_KU2G,1,,ID_H3VVOLTD,42:40.4,1,2,14
ID_I9BN,1,count 10,ID_DBBCEV5Y,33:56.6,1,2,4
ID_PDKH,1,count 10,ID_DBBCEV5Y,31:19.7,1,2,9
ID_I9BN,1,,ID_OWZTF69C,42:13.7,1,2,3
ID_F7QD,1,,ID_5DGVE629,32:07.2,1,2,25
ID_GAV9,1,,ID_5DGVE629,36:02.5,1,2,25
ID_JRC2,1,,ID_747DTRU6,16:59.9,1,2,10
ID_8B8I,1,,ID_9K2KQDKC,35:04.1,1,2,1
ID_56O8,1,,ID_9K2KQDKC,37:45.2,1,2,1
ID_GVGW,1,,ID_134NZ1KE,07:37.2,1,2,8
ID_528W,1,count 10,ID_5X1WLEG6,58:41.0,1,2,1
ID_M3G0,1,,ID_CT6KV5EC,46:14.2,1,2,29
ID_Y4Y2,1,,ID_DLU22YQJ,56:08.3,1,2,19
ID_1DWD,1,,ID_76V3EYFR,07:57.5,1,2,15
ID_JRC2,1,,ID_AUHVJ818,23:14.6,1,2,3
ID_I9BN,1,count 3,ID_Y5D6LTDR,13:24.9,1,2,1
ID_N5MO,1,count 7,ID_BL0EJ2EQ,41:07.5,1,2,13
ID_528W,1,count 10,ID_GV3M5EW3,29:05.9,1,2,1
ID_JRC2,1,,ID_GV3M5EW3,12:52.8,1,2,3
ID_JRC2,1,,ID_74WJ1ICM,24:14.3,1,2,5
ID_8B8I,1,,ID_0XFEWTNR,46:19.2,1,2,4
ID_45W9,1,count 10,ID_R284W07P,20:14.4,1,2,8
ID_F7QD,1,count 10,ID_T7Z7FVGX,40:00.8,1,2,15
ID_GAV9,1,,ID_T7Z7FVGX,13:49.5,1,2,23
ID_1ZWS,1,,ID_EB0N5RGR,32:06.4,1,2,15
ID_7YDI,1,,ID_EB0N5RGR,32:06.4,1,2,15
ID_I9BN,1,,ID_QW10DJGV,10:54.5,1,2,11
ID_JRC2,1,,ID_QW10DJGV,04:16.1,1,2,11
ID_PH4T,1,,ID_3DM4OZYT,11:02.1,1,2,1
ID_PH4T,1,,ID_PPAOWD98,42:48.8,1,2,1
ID_I9BN,1,count 10,ID_8MWYLRT9,32:15.0,1,2,6
ID_1ZWS,1,,ID_3B1BQ3IS,33:48.4,1,2,15
ID_7YDI,1,,ID_3B1BQ3IS,33:48.4,1,2,15
ID_F7QD,1,,ID_D604PLPJ,39:04.7,1,2,18
ID_45W9,1,,ID_KFJDHP8P,27:07.4,1,2,8
ID_540G,1,,ID_FHIUC3V4,47:22.1,1,2,5
ID_VGMZ,1,,ID_FM7GDYTE,45:09.4,1,2,12
ID_F7QD,1,,ID_FM7GDYTE,18:23.3,1,2,7
ID_45W9,1,,ID_Y7VANX6R,33:20.4,1,2,9
ID_VGMZ,1,,ID_L7TGVSVT,32:46.6,1,2,11
ID_44CX,1,,ID_MVDCEGRT,45:13.7,1,2,19
ID_45W9,1,,ID_23R473I5,48:08.8,1,2,9
ID_KHED,1,,ID_6PDHGXC0,15:48.7,1,2,3
ID_56O8,1,,ID_6PDHGXC0,57:27.8,1,2,19
ID_6IDY,1,,ID_6PDHGXC0,11:44.5,1,2,19
ID_M3G0,1,,ID_6E18RN78,21:56.7,1,2,25
ID_GAV9,1,,ID_6E18RN78,22:31.3,1,2,25
ID_F7QD,1,,ID_H5ZLC6BU,19:36.3,1,2,23
ID_56O8,1,,ID_86CVTGTO,59:19.2,1,2,10
ID_WPP3,1,count 10,ID_Q4T202TO,52:52.2,1,2,17
ID_F7QD,1,,ID_TVY97Y8G,21:27.5,1,2,23
ID_GAV9,1,,ID_C63OM76C,01:52.9,1,2,30
ID_JRC2,1,,ID_BTM15E7K,59:42.1,1,2,22
ID_528W,1,,ID_9J4B15SF,48:42.0,1,2,3
ID_8B8I,1,,ID_IF4VMQHP,09:17.4,1,2,7
ID_WOVD,1,,ID_YZ68ETWH,53:29.9,1,2,25
ID_56O8,1,,ID_QT1PD3GA,06:50.0,1,2,14
ID_8B8I,1,,ID_QT1PD3GA,44:49.6,1,2,2
ID_F7QD,1,count 6,ID_UGSSHS8M,28:12.0,1,2,11
ID_WOVD,1,count 10,ID_GTC77V39,26:03.3,1,2,20
ID_1ZWS,1,,ID_GTC77V39,51:44.9,1,2,15
ID_7YDI,1,,ID_GTC77V39,51:44.8,1,2,15
ID_KU2G,1,,ID_GTC77V39,23:43.3,1,2,15
ID_JRC2,1,,ID_FCYUSDFE,14:18.3,1,2,12
